fips,state,name,pop2017,age_under_5_2017,age_over_65_2017,median_age_2017,black_2017,native_2017,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2017,hispanic_2017,white_not_hispanic_2017,hs_grad_2017,bachelors_2017,median_household_income_2017,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,uninsured_2017,unemployment_rate_2017
26157,Michigan,Tuscola County,52764,5,18.8,44.1,0.6,0.15,0.17,0,0.1,0.71,3.25,93.66,89.3,13.8,45495,15.9,23.4,23.7,7.4,6.39
26159,Michigan,Van Buren County,75353,6.1,16.5,41.6,1.63,0.46,0.32,0.03,2.06,2.29,11.19,81.51,87.3,20.6,49119,15.8,24.5,21.4,9.8,5.82
26161,Michigan,Washtenaw County,367627,5.1,12.5,33.4,5.94,0.17,4.36,0.02,0.37,2.18,4.54,70.63,95.1,54.3,65618,14.5,15.9,12.4,4.7,3.6
26163,Michigan,Wayne County,1753616,6.5,14.4,37.9,19.55,0.16,1.56,0.01,0.97,1.17,5.72,49.68,85.6,22.8,43702,23.7,39.2,35.3,8.8,5.41
26165,Michigan,Wexford County,33276,6.1,17.8,41.9,0.36,0.27,0.35,0.01,0.07,0.93,1.83,94.75,89.3,17.6,42793,17.3,28.8,24.8,10.3,5.68
27001,Minnesota,Aitkin County,15829,3.7,31.4,54.5,0.25,1.1,0.2,0.01,0.02,0.89,1.28,94.08,91.3,16.7,45860,12.1,22.6,15.5,4.6,6.23
27003,Minnesota,Anoka County,351373,6.3,12.5,38.2,2.78,0.31,2.13,0.02,0.86,1.61,4.23,82.66,93.7,28.7,76796,6.6,9.7,8.9,4.8,3.34
27005,Minnesota,Becker County,34098,6.4,19.4,41.8,0.26,3.85,0.28,0.01,0.09,1.64,1.89,86.6,92.6,24,55884,12.7,22.7,16.6,7.7,4.15
27007,Minnesota,Beltrami County,46513,7.6,14.7,33.4,0.49,10.45,0.41,0.05,0.07,1.79,2.22,72.46,91,27,45923,19,31.6,23.3,10.5,4.87
27009,Minnesota,Benton County,39937,7.3,13.2,35.6,1.4,0.18,0.54,0,0.05,1.15,2.16,91.48,92.2,22.1,53574,14.1,26.9,17.5,5.1,4.01
27011,Minnesota,Big Stone County,5026,5.6,25.2,49,0.15,0,0,0,0.01,0.2,1.41,97.96,88.9,16.8,48299,11.7,6,15.8,5.3,4.39
27013,Minnesota,Blue Earth County,66973,5.6,12.8,30.6,1.67,0.15,1.07,0.01,0.15,1.19,3.24,88.89,94.4,32.2,53752,18.1,13.6,11.6,4.3,2.91
27015,Minnesota,Brown County,25194,5.8,20.1,42.5,0.14,0.11,0.35,0.05,0.89,0.46,4.08,93.9,91.7,19.8,55764,8.1,14.1,10.4,4.5,3.72
27017,Minnesota,Carlton County,35498,5.5,16.5,40.7,0.78,2.66,0.25,0,0.1,1.52,1.7,88.27,93.9,21.5,58874,12.1,17.5,12.8,5,4.8
27019,Minnesota,Carver County,102119,6.5,10.4,37.2,0.76,0.1,1.29,0.02,0.29,1.16,4.1,89.64,96.1,47.5,93095,4,2.1,3,3.5,2.92
27021,Minnesota,Cass County,29355,5.6,24.3,48.7,0.2,5.64,0.31,0.02,0.04,1.46,1.98,83.26,91.4,21.6,50162,15.3,30.2,27,7.4,5.85
27023,Minnesota,Chippewa County,11980,6.8,20.3,43,0.31,0.78,0.36,0.51,0.93,0.78,6.3,88.84,90.3,17.8,57601,11.1,22.3,16.9,6.9,4.03
27025,Minnesota,Chisago County,55308,5.6,14,40.9,0.68,0.24,0.48,0.01,0.14,0.74,2.01,93.84,94,21.2,76747,5.4,5.9,4.3,4.6,3.95
27027,Minnesota,Clay County,63569,7.1,12.7,32.6,1.29,0.69,0.56,0.01,0.27,1.39,4.33,88.49,94.7,33.2,61409,12.5,13.7,13.1,5.1,3.21
27029,Minnesota,Clearwater County,8878,6.2,19.7,42.7,0.22,4.31,0.22,0.07,0.06,1.97,2.01,85.04,85.8,15.3,45638,17.9,28.4,25,9.5,8.68
27031,Minnesota,Cook County,5398,4.1,26.1,52.1,0.27,4.11,0.4,0,0.52,1.19,2.07,86.09,95.9,40.4,51903,13,7.9,15,8.3,3.73
27033,Minnesota,Cottonwood County,11295,6.6,22.2,43.3,0.32,0.26,1.42,0.13,1.99,0.84,7.12,87.15,90.3,20.4,50524,15.6,23.5,18.3,5.2,5.34
27035,Minnesota,Crow Wing County,64424,5.6,21,44.1,0.32,0.57,0.22,0,0.07,0.81,1.45,95.12,93.4,24.6,53121,9.6,18.3,10.8,5.8,4.46
27037,Minnesota,Dakota County,421751,6.6,12.6,37.7,2.83,0.13,2.36,0.02,1.47,1.65,6.76,79.68,94.7,41.1,79995,6.9,9.9,9,4.6,3.02
27039,Minnesota,Dodge County,20762,6.5,13.7,38,0.15,0.16,0.38,0,0.43,0.78,4.91,92.49,94.7,24.6,71078,5.7,9.2,6.4,4.6,3.4
27041,Minnesota,Douglas County,37575,5.4,21.6,44.3,0.33,0.2,0.05,0,0.27,0.57,1.55,96.16,94.8,25.2,58667,8.4,9.2,8.6,3.5,3.19
27043,Minnesota,Faribault County,13784,5.7,22.3,46.8,0.11,0.04,0.13,0,0.32,0.77,6.43,91.57,90.8,17.3,50847,11.5,16.9,14.6,6.1,4.22
27045,Minnesota,Fillmore County,20980,6.4,20.1,42.5,0.24,0.05,0.24,0.01,0.05,0.35,1.43,96.76,91.2,20.7,57093,11.3,23.4,17.2,9.1,3.49
27047,Minnesota,Freeborn County,30535,5.6,21.7,44.3,0.66,0.17,0.94,0.02,0.47,0.62,9.5,86.3,89.7,16.8,51174,11.8,16.1,16.2,6.7,3.66
27049,Minnesota,Goodhue County,46304,5.7,18.1,42.9,0.52,0.48,0.27,0,0.27,1.18,3.21,92.42,93.8,24.7,62431,10.8,10.4,15.3,6.4,3.25
27051,Minnesota,Grant County,5941,6,23.1,45.3,0.12,0.08,0.04,0,0.07,0.96,2.11,95.56,92.8,18.6,53727,10.6,14.8,16.6,5.4,4.11
27053,Minnesota,Hennepin County,1252024,6.5,12.9,36.3,6.35,0.33,3.5,0.02,1.44,1.83,6.86,69.53,93,48.2,71154,11.5,16.1,15.1,6.1,3.02
27055,Minnesota,Houston County,18660,5.2,20,45.4,0.36,0.11,0.25,0.01,0.09,0.63,0.98,96.33,94.2,23.2,56837,8.9,17.4,11.7,4.4,3.38
27057,Minnesota,Hubbard County,21018,5.5,24,48.6,0.48,1.08,0.32,0,0.16,0.98,1.99,93.15,92.7,26.6,52941,10.8,17.6,15.6,6.5,5.56
27059,Minnesota,Isanti County,39582,6.1,14.5,39.5,0.3,0.17,0.51,0.01,0.22,1.01,1.84,94.25,91.7,17.3,67565,7.1,9.1,6.5,4.9,4.33
27061,Minnesota,Itasca County,45137,5.2,21.4,45.9,0.21,1.84,0.21,0.01,0.09,1.15,1.32,92.08,93.4,22.7,52050,12.6,20.3,18,7,7.01
27063,Minnesota,Jackson County,9946,6.1,20.4,44,0.06,0.05,1.27,0.01,0.51,0.49,3.39,93.07,92.4,20.2,55122,7.7,8.9,8.5,3.1,3.65
27065,Minnesota,Kanabec County,16024,5,19.3,44.5,0.2,0.45,0.23,0.01,0.13,0.79,1.55,95.22,89.4,14.8,50509,11.6,17.4,14.9,5.9,6.07
27067,Minnesota,Kandiyohi County,42743,6.7,17.5,39.5,2.17,0.2,0.41,0,2.45,0.71,11.89,81.8,88.5,22.6,56604,11.3,15.8,16.6,5.6,3.27
27069,Minnesota,Kittson County,4250,5.6,23.4,47.9,0.4,0.1,0.18,0,0.05,0.34,2.08,95.99,92.8,23.2,52304,11.2,26.7,17.3,5.2,3.78
27071,Minnesota,Koochiching County,12528,4.5,22.2,48.6,0.43,1.83,0.27,0,0,0.68,0.16,93.48,92.6,18.7,47131,17.1,25.7,23.9,4.9,7.04
27073,Minnesota,Lac qui Parle County,6685,4.8,25.4,50,0.58,0.08,0.22,0,0.44,0.32,2.11,95.56,93.3,19,50195,9.3,13.5,10.3,3.3,3.51
27075,Minnesota,Lake County,10524,5,24.4,50.3,0.52,0.24,0.02,0.02,0.22,0.57,1.45,95.77,95.8,29,56078,9.3,10.1,13.6,4.6,3.9
27077,Minnesota,Lake of the Woods County,3744,4.1,22,51.1,0.01,0.09,0.38,0,0,2.76,1.74,93.47,90,17,46943,7.4,22.8,7.7,3.9,4.69
27079,Minnesota,Le Sueur County,28111,5.9,16.5,41.4,0.44,0.12,0.22,0.01,0.61,0.57,5.74,91.7,91.6,21.9,65500,8.8,14.4,11.2,4.5,4.66
27081,Minnesota,Lincoln County,5678,6.1,24.5,45.9,0.16,0.36,0.1,0,0.18,0.37,1.73,96.72,91.5,19.7,51102,11.4,13.5,13.8,5.8,3.34
27083,Minnesota,Lyon County,25831,7.2,14.7,35.6,1.67,0.22,1.88,0,1.38,0.81,6.22,85.38,92.4,26.5,54181,13.7,25.8,18.1,5.6,3.21
27085,Minnesota,McLeod County,35884,5.8,17.7,40.4,0.16,0.09,0.3,0,0.95,0.85,5.75,91.63,92.1,18,59869,8.4,11.8,11,4.8,3.82
27087,Minnesota,Mahnomen County,5596,8.7,17,35.7,0.15,21.39,0.23,0.17,0.22,4.55,3.84,46.18,86,12.1,42439,22.7,38.9,33.5,14.9,4.94
27089,Minnesota,Marshall County,9356,6.1,20.1,43.4,0.16,0.13,0.13,0.02,0.3,0.74,4.22,93.7,88.6,20.1,57289,7.8,5.7,7.5,5.6,7.04
27091,Minnesota,Martin County,19850,5.2,22.2,45.2,0.16,0.03,0.46,0.01,0.31,0.5,4.13,93.59,92.5,20,53627,11.3,24.7,14.4,6.1,3.52
27093,Minnesota,Meeker County,23131,6.2,18.4,42.2,0.37,0.07,0.16,0.03,0.18,0.53,3.75,94.32,92.3,19.1,59611,8.3,8.6,8.2,5.8,4.06
27095,Minnesota,Mille Lacs County,25872,6.4,17.5,40.1,0.22,2.46,0.38,0.04,0.1,1.43,2.24,89.3,89.8,15.5,53737,11.5,20.6,14.4,6.6,5.52
27097,Minnesota,Morrison County,33064,6.1,18,41.7,0.31,0.13,0.25,0,0.27,0.58,1.58,95.93,89.6,16.4,52855,11.4,15.8,12.7,5.3,5.35
27099,Minnesota,Mower County,39566,6.4,18.3,39.3,1.72,0.05,1.22,0,0.7,1.15,11,80.83,86.6,20.7,53700,13,16.7,15.1,7.1,2.84
27101,Minnesota,Murray County,8346,5.2,24.6,48.1,0.32,0.13,0.56,0,0.17,0.38,3.59,93.77,89.6,18.1,54211,8.2,12,8.7,4.8,4.33
27103,Minnesota,Nicollet County,33966,5.7,14.7,36.3,1.51,0.09,0.82,0,0.39,0.75,4.27,89.6,93.5,32.2,62593,11.3,8.6,9.5,3.6,2.54
27105,Minnesota,Nobles County,21944,8.1,15.5,36,2.17,0.3,3.14,0.02,4.48,0.84,26.83,60.82,76.3,14.5,53267,15.8,30.2,21.7,8.8,3.2
27107,Minnesota,Norman County,6597,5.4,21.3,44.3,0.44,1.03,0.29,0,0.53,1.15,4.98,89.68,90.8,17.5,53034,12,18.8,18.6,6.9,4.75
27109,Minnesota,Olmsted County,154930,7,14.2,37.1,2.83,0.14,2.9,0.01,0.51,1.27,4.77,81.13,94.5,43.1,72337,9.1,11.1,10.8,4.7,2.7
27111,Minnesota,Otter Tail County,58345,5.7,22.5,46.6,0.72,0.2,0.31,0.01,0.44,0.7,3.24,93.01,91.3,24.7,55181,9.4,14.1,11.9,5.5,3.96
27113,Minnesota,Pennington County,14238,6.6,17.2,39.5,0.79,0.83,0.45,0.01,0.13,0.81,3.49,91.11,92.5,18.7,53893,10.3,20.5,14.3,3.5,5.72
27115,Minnesota,Pine County,29203,4.9,18.9,44.5,1.07,1.21,0.26,0.05,0.27,1.44,2.8,89.56,89.4,13.9,47285,13.6,18.2,16.7,7.7,5.62
27117,Minnesota,Pipestone County,9087,6.9,20.4,42.4,0.67,0.52,0.47,0,0.72,1.33,5.86,89.54,86.8,20.5,48909,11.8,15.7,15.6,6.7,3.42
27119,Minnesota,Polk County,31619,6.7,17.4,38.7,0.9,0.62,0.41,0.03,0.48,1.21,6.2,87.91,91.3,24.5,55393,12.4,20.4,16.3,5.7,4.24
27121,Minnesota,Pope County,10970,5.8,22.9,45.9,0.23,0.17,0.21,0,0.33,0.52,1.29,96.45,93.7,22.2,58198,7.9,5.9,7.4,4.5,3.06
27123,Minnesota,Ramsey County,547974,7,13.4,34.8,5.74,0.34,7.02,0.02,1.07,2.15,7.43,63.06,90.1,41.5,60301,15,21.5,22,6.5,3.22
27125,Minnesota,Red Lake County,4030,7,19,42.2,0.21,0.75,0.22,0,0.32,0.93,3.49,92.61,93.3,16.6,52500,9.4,11.6,10.3,5.5,6.56
27127,Minnesota,Redwood County,15272,5.8,20.9,43.5,0.39,2.4,1.48,0,0.79,0.55,3.11,87.58,89.7,18.4,51871,11.8,20.9,17,6.6,4.12
27129,Minnesota,Renville County,14645,6.1,20.1,44.4,0.25,0.64,0.25,0,2.34,0.63,7.99,88.83,88.8,14.5,56721,11,20.6,17.1,6,4.49
27131,Minnesota,Rice County,65968,5.6,14.4,36.6,2.36,0.19,1.1,0.02,1.44,0.92,7.86,83.55,90.4,26.8,63311,11.5,19.1,16.6,5.3,3.18
27133,Minnesota,Rock County,9490,6.5,19.5,40.9,0.5,0.35,0.5,0,0.22,0.28,2.82,94.08,90.5,21.8,56753,11,20.9,12.3,6.8,2.06
27135,Minnesota,Roseau County,15327,6,15.7,41.4,0.43,0.59,1.34,0.01,0.08,1.03,1.16,92.41,92.2,19.2,56273,9.2,16.7,13.1,3.9,4.89
27137,Minnesota,St. Louis County,200000,5.2,17.7,41,0.8,0.92,0.55,0.02,0.15,1.36,1.56,91.38,93.6,28.4,50936,15.4,20.7,16.8,4.9,4.64
27139,Minnesota,Scott County,145827,7.2,9.6,36,1.74,0.4,3,0.05,1.2,1.39,4.91,82.31,94.9,38.9,93151,5.6,6.6,6.2,4.6,2.88
27141,Minnesota,Sherburne County,94570,6.7,10.3,35.9,1.14,0.25,0.57,0.01,0.48,1.02,2.5,91.87,94.5,27.4,83895,6.4,9.3,8,3.1,3.73
27143,Minnesota,Sibley County,14869,5.9,17.5,41.6,0.31,0.09,0.33,0.01,0.35,0.47,8.57,89.07,90.4,16.6,60848,8.5,20.4,12.4,5.1,3.58
27145,Minnesota,Stearns County,157822,6.4,13.8,34.1,2.54,0.17,1.08,0.01,0.66,0.81,3.19,87.84,92,27.2,59564,13.1,18.8,15.1,4.4,3.37
27147,Minnesota,Steele County,36887,6.6,16.2,39.3,1.63,0.1,0.61,0.01,1.67,0.55,7.46,87.2,92.5,24.6,58882,9.9,19.1,14.2,3.9,3.38
27149,Minnesota,Stevens County,9634,5.3,17.2,33.1,0.5,1.09,0.93,0.13,0.14,0.63,5,89.12,92.4,28.8,57552,15.4,14.7,8.3,2.3,2.66
27151,Minnesota,Swift County,9407,5.9,21.3,44.1,1.13,0.01,0.14,0.06,0.94,0.24,4.53,92.45,89.1,17,49556,12.2,18.3,17.2,4.8,4.1
27153,Minnesota,Todd County,24515,6.7,20.2,43.7,0.2,0.28,0.21,0,0.58,1.02,5.52,91.72,87,14.5,49213,13,24.4,19.1,10.4,3.99
27155,Minnesota,Traverse County,3319,5.2,25.4,48.6,0.31,2,0.16,0,0.16,1.03,2.47,90.62,91,17.6,48889,10.9,13.2,10.8,3.6,3.52
27157,Minnesota,Wabasha County,21608,5.6,20.1,45,0.2,0.08,0.19,0,0.14,0.75,2.85,94.86,92.4,21.6,61973,6.1,3.7,5.7,4.7,3.34
27159,Minnesota,Wadena County,13669,6.6,21.1,41.7,0.57,0.4,0.19,0,0.1,0.61,1.77,94.74,89.4,12.9,45018,15,22.3,16.9,6.4,5.64
27161,Minnesota,Waseca County,18787,5.7,16.4,39.6,1.04,0.48,0.29,0.01,0.59,0.85,5.74,89.39,92.8,20.2,55189,9.2,10.9,9.9,4.1,3.91
27163,Minnesota,Washington County,256348,6.1,13.3,39.2,2.05,0.2,2.68,0.03,0.39,1.48,3.92,83.72,96.1,42.3,89598,5,6.7,5.7,3.6,2.99
27165,Minnesota,Watonwan County,10840,7.2,19.4,39.9,0.3,0.29,0.48,0,4.64,0.6,23.34,73.99,83.5,15.2,50044,12.2,17.7,19.5,14.1,4.41
27167,Minnesota,Wilkin County,6324,5.3,18.4,44.3,0.27,1.46,0,0,0.04,1.1,0.7,94.03,92.8,20.8,52917,9.9,15.8,6.8,5.8,3.13
27169,Minnesota,Winona County,50873,4.8,15.5,34.5,0.74,0.17,1.34,0.01,0.24,0.66,2.78,91.5,92.8,29.6,53975,14.5,14.7,11.4,6.5,3.11
27171,Minnesota,Wright County,134286,7.3,11.5,36.2,0.71,0.21,0.58,0,0.44,0.72,2.77,92.96,94.4,27.4,77953,5,4.9,4.4,3.7,3.5
27173,Minnesota,Yellow Medicine County,9867,6,19.7,42.6,0.26,1.96,0.3,0,0.36,0.86,4.34,90.19,90.7,15.8,54645,12.5,19.8,15.3,7,3.54
28001,Mississippi,Adams County,31003,6.2,17.3,40.3,26.59,0.12,0.31,0,0.85,0.83,8.44,36.9,79.5,17.4,30359,34.2,61.4,56.7,16.3,7.29
28003,Mississippi,Alcorn County,37210,5.7,17.5,40.1,5.87,0.04,0.14,0,0.42,0.95,3.02,83.16,80.8,15.9,38919,19.6,32.5,23.9,15.5,4.4
28005,Mississippi,Amite County,12447,5.6,21.5,46.4,20.98,0.01,0.14,0,0,0.09,0.23,57.35,78.9,13.2,30129,22.8,32.9,29.5,15.1,6.65
28007,Mississippi,Attala County,18477,6.8,18.3,39.9,21.43,0.07,0.22,0,0.57,0.64,2.01,54.05,77.4,12.3,33815,22.6,19.1,29,11.5,6.14
28009,Mississippi,Benton County,8312,3.8,17.3,42,18.31,0,0,0,0.82,0.46,2.46,60.19,73.1,10.3,40605,20.2,17.4,15.4,17.5,5.53
28011,Mississippi,Bolivar County,31945,7,14.2,35,32.12,0.14,0.47,0,0.76,0.1,2.1,32.36,76.1,22.9,28468,37.4,49.8,51.7,17.5,6.45
28013,Mississippi,Calhoun County,14492,6.1,17.7,40.5,13.63,0,0.1,0.13,1.85,0.82,5.67,65,75.4,11.2,33370,26.9,46,41.6,14,4.31
28015,Mississippi,Carroll County,10139,4.7,21.4,46,16.75,0.03,0.34,0,0,0.59,0.49,64.25,82.1,16.4,43068,14,18.1,20.2,9.8,5.81
28017,Mississippi,Chickasaw County,17146,7,15.9,37,21.65,0.07,0.05,0,0.41,0.99,4.42,50.49,74.5,11.8,33579,22.9,38.1,33.2,14.3,5.24
28019,Mississippi,Choctaw County,8278,5.7,20.4,44.3,15.45,0.26,0.07,0.04,0.04,0.17,0.49,67.57,81.4,17.3,34542,24.5,58.4,44.6,8.9,4.87
28021,Mississippi,Claiborne County,8950,5.7,15.8,33.8,43.46,0.08,0.21,0,0.08,0.14,0.36,12.06,76,18.8,24601,45.9,65.8,66.6,15.6,9.79
28023,Mississippi,Clarke County,15828,5.6,19,41.8,17.56,0.05,0,0,0.21,0.27,0.86,63.38,78.9,13.3,37626,18.5,33.7,27.1,9.9,6.17
28025,Mississippi,Clay County,19640,5.7,16.9,39.4,29.51,0.17,0.33,0,0,0.11,0.64,39.17,80,19.3,34118,26.6,41.4,43.1,13.1,6.75
28027,Mississippi,Coahoma County,23154,8.4,13.7,34,38.6,0.06,0.27,0,0.01,0.26,0.14,21.58,78.4,16.9,28728,36.2,48.8,51.9,14,7.33
28029,Mississippi,Copiah County,28516,6.2,15.9,38.2,25.94,0,0.11,0,0.81,0.57,2.96,44.41,78.5,13.3,38046,24.3,46.2,38.5,15,5.66
28031,Mississippi,Covington County,19079,7.1,15.9,37.5,18.04,0,0.12,0.05,0,0.49,2.4,60.7,81.7,16.1,36471,23.1,42.8,35.3,15.7,4.82
28033,Mississippi,DeSoto County,178751,6.2,12.1,36.6,12.69,0.07,0.61,0,0.8,1.05,4.76,66.65,89.4,23.5,62595,9.8,11.3,12.1,10.2,3.79
28035,Mississippi,Forrest County,75471,6.7,12.7,32,18.41,0.12,0.43,0.01,0.15,1.08,3.04,57.06,86.7,26.7,39555,26.3,31.3,32.9,15.4,4.8
28037,Mississippi,Franklin County,7765,5.6,18.3,42.5,17.98,0,0.01,0,0,0.17,0.84,63.18,84.5,16.2,42388,17.9,35.6,24,15.4,6.78
28039,Mississippi,George County,24094,7.7,14.2,36.5,3.86,0.25,0.43,0,0.42,0.48,2.7,87.45,79.4,11.9,47640,14.7,18.2,14.5,15.5,7.06
28041,Mississippi,Greene County,13345,4.8,12.5,39,12.79,0.08,0,0,0.02,0.51,1.13,72.1,75.9,8.7,48029,15.1,19.7,13.2,15.6,7.5
28043,Mississippi,Grenada County,21087,6.4,16.8,40.3,21.63,0.15,0,0,0.03,0.49,0.43,55.08,78.8,18.1,34876,24.2,34.9,38.6,12.9,4.6
28045,Mississippi,Hancock County,47053,5.6,18.6,43.2,4.33,0.18,0.09,0,0.43,1.24,3.76,84.91,84.7,20.9,47518,17.2,24.5,21,16.4,5.42
28047,Mississippi,Harrison County,205027,6.8,13.6,35.9,12.11,0.26,1.48,0.01,0.54,1.34,5.35,64.58,87,22.2,44684,20.5,33.4,31.5,16.9,4.79
28049,Mississippi,Hinds County,239497,6.7,12.6,34.2,35.95,0.05,0.41,0.02,0.27,0.3,1.5,25.33,86.3,28.6,41011,23.9,36.7,34.4,13.5,4.81
28051,Mississippi,Holmes County,17739,7.1,13.8,34.5,41.59,0.03,0.17,0,0.1,0.22,0.27,15.61,75.3,10.7,20330,46.5,61.7,61.7,19.1,9.54
28053,Mississippi,Humphreys County,8342,6.8,15,36.4,37.77,0.08,0.08,0,0.82,0.42,2.86,21.28,68.3,13.6,26188,40.5,52.8,56,17.9,9.1
28055,Mississippi,Issaquena County,1339,6.7,17.3,38.8,32.45,0,0,0,0.39,0,1.16,33.95,65.6,6.1,25609,40.3,71.3,69.6,13.8,11.62
28057,Mississippi,Itawamba County,23508,5.4,16.7,39.8,3.84,0,0.08,0.01,0.26,0.24,1.48,90.54,77.7,13,38358,18.4,20.1,23.7,11.7,4.27
28059,Mississippi,Jackson County,142152,5.8,14.5,38.3,11.08,0.19,1.11,0.02,0.76,0.97,5.9,68.27,87.8,20.7,50274,15.3,21.2,21.5,14.6,5.84
28061,Mississippi,Jasper County,16582,6.4,18.7,40.8,27.04,0,0,0,0.14,0.28,0,45.08,84.1,13.9,35271,22.8,38.6,36.2,13.3,6.57
28063,Mississippi,Jefferson County,7262,10.2,14.5,34.9,43.2,0,0.21,0,0,0,0.12,13.05,74.2,12.7,21779,47,33.2,54.9,11.7,14.72
28065,Mississippi,Jefferson Davis County,11314,4.7,20.3,43.6,30.82,0,0,0,0.08,0.08,0.34,37.86,75.7,15,26736,32.5,54.4,44.2,18,6.88
28067,Mississippi,Jones County,67930,7.1,15.7,37.1,14.51,0.11,0.27,0.04,0.15,0.49,4.27,64.89,82.2,18.4,38656,21.6,37.1,30.7,12.3,5.15
28069,Mississippi,Kemper County,9883,4.5,18.3,41.7,30.14,1.87,0,0,0,0.04,1.7,34.18,80,13.1,27016,31.8,67.4,46.5,11.4,7.92
28071,Mississippi,Lafayette County,54374,5.2,11.2,29.3,11.92,0.03,1.05,0.02,0.56,0.56,2.49,70.04,89.5,41.9,45019,25.3,28,26.1,10.3,4.24
28073,Mississippi,Lamar County,61374,6.3,12.3,34.7,9.98,0.03,0.7,0,0.59,0.68,2.55,74.69,90.6,35.9,56129,16.3,17.1,18.9,12.5,3.83
28075,Mississippi,Lauderdale County,76155,6.2,15.7,37.7,21.43,0.08,0.34,0.02,0.29,0.62,2.24,53.06,86.2,20.1,41340,21.5,39.8,33.1,13.3,5.44
28077,Mississippi,Lawrence County,12643,6.2,16.8,40.4,16.61,0,0.02,0,0,0.41,0.54,65.43,81.4,13.8,40432,19.8,27.1,29.5,16.4,6.55
28079,Mississippi,Leake County,22715,6.8,14.5,35.8,21.19,2.89,0.09,0,0.07,0.15,4.43,47.39,78.3,12.1,35578,25.1,37.9,37.3,16.1,5.62
28081,Mississippi,Lee County,84933,7,13.9,37,14.44,0.08,0.41,0.01,0.34,0.59,2.55,66.39,83.2,23.5,45985,17.3,25.6,23.6,11.9,4.05
28083,Mississippi,Leflore County,29223,7.6,13.1,33.1,36.62,0,0.36,0,0.44,0.32,2.57,22.89,78.2,17.9,25210,40.3,56.6,54.4,15.9,7.36
28085,Mississippi,Lincoln County,34347,6.4,15.9,37.8,15.4,0.01,0.37,0,0,0.11,1.07,67.24,86.6,15,37308,23.6,35.2,34.9,13.4,5.21
28087,Mississippi,Lowndes County,59186,6.6,14.5,36.6,21.76,0.1,0.5,0.01,0.1,0.57,2.02,52.21,84.7,23.6,43198,21.1,33.1,31.7,13.1,5.39
28089,Mississippi,Madison County,104618,6.5,12.1,37,19.13,0.09,1.24,0,0.93,0.29,2.86,55.62,90.9,46.5,68600,12,20.1,17.1,7.9,3.85
28091,Mississippi,Marion County,25069,6.1,16.8,39.9,16.07,0.15,0.21,0.03,0.36,0.29,1.49,64.99,77.9,12.9,30998,25.9,45.6,35.9,16.2,5.53
28093,Mississippi,Marshall County,35619,6,15.7,39.9,23.83,0.05,0.06,0,0.9,0.5,3.49,47.75,79.4,13.1,41134,17.8,33.8,25.7,16.8,5.08
28095,Mississippi,Monroe County,35872,5.9,18.4,41,15.08,0.01,0.12,0,0.03,0.78,1.17,66.99,79.9,16.5,39444,19.2,35.2,26.4,11.2,5.19
28097,Mississippi,Montgomery County,10173,6.1,19.8,42.6,21.06,0,0.15,0,0.28,1.52,2.28,52.36,80.2,21,34983,25.6,54.3,44.3,8.9,5.08
28099,Mississippi,Neshoba County,29369,7,15.2,36.7,10.45,8.1,0.19,0,0.08,1.1,1.95,58.85,78.2,14.1,36755,22.1,35.3,29.4,13.5,5.08
28101,Mississippi,Newton County,21185,6.5,15.8,37.2,14.99,2.54,0.23,0,0.07,0.73,1.81,61.49,83.3,16.3,37643,23,34.3,32.4,12,5.37
28103,Mississippi,Noxubee County,10742,7,15.2,36,36.04,0.09,0.02,0,0.01,0.21,1.35,25.93,68.2,12.9,30808,34.9,52.5,47.6,14.2,7.39
28105,Mississippi,Oktibbeha County,49799,5.2,10.3,25.4,18.55,0.05,1.47,0.01,0.36,0.71,1.65,56.87,88.1,42.6,37348,29.8,21.3,22.9,11,4.84
28107,Mississippi,Panola County,33994,7.3,14.6,37,25.21,0.03,0.01,0,0.02,0.51,1.75,47.26,77.8,14.4,35891,20.5,39.1,28.2,14.6,6.76
28109,Mississippi,Pearl River County,55270,5.7,17.6,41,6.44,0.07,0.17,0,0.35,0.88,2.97,81.95,84.2,15,44734,17.9,32.9,25,15.3,5.28
28111,Mississippi,Perry County,12032,6,17,40.7,9.88,0,0.05,0,0.07,0.63,1.43,77.36,80.7,10.6,35374,19.9,24.3,23.1,17.3,6.25
28113,Mississippi,Pike County,39468,7.1,15.9,37,26.65,0.24,0.24,0.01,0.15,0.35,1.56,43.96,80.7,15.9,30949,32.3,49,43.9,14.2,5.98
28115,Mississippi,Pontotoc County,31640,6.9,14.1,36.8,7.63,0.01,0.39,0,1.85,0.65,6.24,77.15,76,14.9,41865,17,26.4,23.7,17.9,3.9
28117,Mississippi,Prentiss County,25261,6.1,17.3,39.5,6.7,0,0.07,0,0.26,1,1.39,83.1,78.2,12.3,32854,22.5,40.5,32.6,13.9,4.61
28119,Mississippi,Quitman County,7269,6.5,15.5,37.9,35.5,0,0.04,0,0.25,0.24,1.3,27.21,69.2,11.8,25671,37.5,42.6,54.2,21.4,8.73
28121,Mississippi,Rankin County,152080,6.3,14,37.2,10.01,0.06,0.58,0.01,0.45,0.64,2.65,74.85,89.7,29.2,61605,8.5,9.4,9,9.8,3.57
