Vaccine,Geography Type,Geography,FIPS,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Pneumococcal,Counties,Garrard,21079,2019,18-64 Years at Increased Risk,Overall,35.4,33.1 to 37.8,
Pneumococcal,Counties,Garrett,24023,2019,18-64 Years at Increased Risk,Overall,34.3,32.5 to 36.3,
Pneumococcal,Counties,Garvin,40049,2019,18-64 Years at Increased Risk,Overall,35.1,33.5 to 36.8,
Pneumococcal,Counties,Garza,48169,2019,18-64 Years at Increased Risk,Overall,25.9,24.3 to 27.6,
Pneumococcal,Counties,Gasconade,29073,2019,18-64 Years at Increased Risk,Overall,37.2,34.8 to 39.3,
Pneumococcal,Counties,Gaston,37071,2019,18-64 Years at Increased Risk,Overall,36.9,35.3 to 38.6,
Pneumococcal,Counties,Gates,37073,2019,18-64 Years at Increased Risk,Overall,35.4,33.5 to 37.1,
Pneumococcal,Counties,Geary,20061,2019,18-64 Years at Increased Risk,Overall,29.9,28.5 to 31.4,
Pneumococcal,Counties,Geauga,39055,2019,18-64 Years at Increased Risk,Overall,36.6,34.3 to 39.0,
Pneumococcal,Counties,Gem,16045,2019,18-64 Years at Increased Risk,Overall,30.3,28.4 to 32.1,
Pneumococcal,Counties,Genesee,26049,2019,18-64 Years at Increased Risk,Overall,33.9,32.4 to 35.3,
Pneumococcal,Counties,Genesee,36037,2019,18-64 Years at Increased Risk,Overall,34.8,32.9 to 36.6,
Pneumococcal,Counties,Geneva,01061,2019,18-64 Years at Increased Risk,Overall,28.5,26.7 to 30.3,
Pneumococcal,Counties,Gentry,29075,2019,18-64 Years at Increased Risk,Overall,34.7,32.5 to 36.9,
Pneumococcal,Counties,George,28039,2019,18-64 Years at Increased Risk,Overall,27.1,25.4 to 29.0,
Pneumococcal,Counties,Georgetown,45043,2019,18-64 Years at Increased Risk,Overall,30.5,28.9 to 32.0,
Pneumococcal,States/Local Areas,Georgia,13,2019,18-64 Years at Increased Risk,Overall,30.5,26.9 to 34.2,1518
Pneumococcal,Counties,Gibson,18051,2019,18-64 Years at Increased Risk,Overall,32.2,30.3 to 34.2,
Pneumococcal,Counties,Gibson,47053,2019,18-64 Years at Increased Risk,Overall,32.5,30.7 to 34.2,
Pneumococcal,Counties,Gila,04007,2019,18-64 Years at Increased Risk,Overall,27.8,26.5 to 29.0,
Pneumococcal,Counties,Gilchrist,12041,2019,18-64 Years at Increased Risk,Overall,28.8,27.0 to 30.6,
Pneumococcal,Counties,Giles,47055,2019,18-64 Years at Increased Risk,Overall,33.6,31.7 to 35.7,
Pneumococcal,Counties,Giles,51071,2019,18-64 Years at Increased Risk,Overall,36.0,33.8 to 38.3,
Pneumococcal,Counties,Gillespie,48171,2019,18-64 Years at Increased Risk,Overall,32.7,30.9 to 34.4,
Pneumococcal,Counties,Gilliam,41021,2019,18-64 Years at Increased Risk,Overall,35.6,33.2 to 37.7,
Pneumococcal,Counties,Gilmer,13123,2019,18-64 Years at Increased Risk,Overall,32.1,30.2 to 34.1,
Pneumococcal,Counties,Gilmer,54021,2019,18-64 Years at Increased Risk,Overall,35.0,33.0 to 37.1,
Pneumococcal,Counties,Gilpin,08047,2019,18-64 Years at Increased Risk,Overall,35.7,33.8 to 37.8,
Pneumococcal,Counties,Glacier,30035,2019,18-64 Years at Increased Risk,Overall,33.3,31.8 to 34.8,
Pneumococcal,Counties,Glades,12043,2019,18-64 Years at Increased Risk,Overall,23.1,22.0 to 24.3,
Pneumococcal,Counties,Gladwin,26051,2019,18-64 Years at Increased Risk,Overall,34.4,32.2 to 36.8,
Pneumococcal,Counties,Glascock,13125,2019,18-64 Years at Increased Risk,Overall,29.8,27.9 to 31.9,
Pneumococcal,Counties,Glasscock,48173,2019,18-64 Years at Increased Risk,Overall,28.2,26.9 to 29.6,
Pneumococcal,Counties,Glenn,06021,2019,18-64 Years at Increased Risk,Overall,28.8,27.2 to 30.6,
Pneumococcal,Counties,Gloucester,51073,2019,18-64 Years at Increased Risk,Overall,36.3,34.4 to 38.3,
Pneumococcal,Counties,Glynn,13127,2019,18-64 Years at Increased Risk,Overall,29.6,28.1 to 31.1,
Pneumococcal,Counties,Gogebic,26053,2019,18-64 Years at Increased Risk,Overall,33.9,31.7 to 36.1,
Pneumococcal,Counties,Golden Valley,30037,2019,18-64 Years at Increased Risk,Overall,36.0,33.8 to 38.1,
Pneumococcal,Counties,Golden Valley,38033,2019,18-64 Years at Increased Risk,Overall,34.9,32.7 to 37.1,
Pneumococcal,Counties,Goliad,48175,2019,18-64 Years at Increased Risk,Overall,29.3,27.7 to 30.9,
Pneumococcal,Counties,Gonzales,48177,2019,18-64 Years at Increased Risk,Overall,28.2,26.6 to 29.9,
Pneumococcal,Counties,Goochland,51075,2019,18-64 Years at Increased Risk,Overall,38.0,36.1 to 39.9,
Pneumococcal,Counties,Goodhue,27049,2019,18-64 Years at Increased Risk,Overall,32.5,30.6 to 34.3,
Pneumococcal,Counties,Gooding,16047,2019,18-64 Years at Increased Risk,Overall,26.8,25.2 to 28.4,
Pneumococcal,Counties,Gordon,13129,2019,18-64 Years at Increased Risk,Overall,28.1,26.5 to 29.8,
Pneumococcal,Counties,Goshen,56015,2019,18-64 Years at Increased Risk,Overall,28.9,27.4 to 30.6,
Pneumococcal,Counties,Gosper,31073,2019,18-64 Years at Increased Risk,Overall,36.4,34.2 to 38.6,
Pneumococcal,Counties,Gove,20063,2019,18-64 Years at Increased Risk,Overall,37.2,34.9 to 39.4,
Pneumococcal,Counties,Grady,13131,2019,18-64 Years at Increased Risk,Overall,28.9,27.5 to 30.4,
Pneumococcal,Counties,Grady,40051,2019,18-64 Years at Increased Risk,Overall,34.5,32.7 to 36.1,
Pneumococcal,Counties,Grafton,33009,2019,18-64 Years at Increased Risk,Overall,37.6,35.7 to 39.4,
Pneumococcal,Counties,Graham,04009,2019,18-64 Years at Increased Risk,Overall,27.9,26.5 to 29.2,
Pneumococcal,Counties,Graham,20065,2019,18-64 Years at Increased Risk,Overall,35.4,33.1 to 37.5,
Pneumococcal,Counties,Graham,37075,2019,18-64 Years at Increased Risk,Overall,34.8,33.3 to 36.3,
Pneumococcal,Counties,Grainger,47057,2019,18-64 Years at Increased Risk,Overall,32.7,30.4 to 34.7,
Pneumococcal,Counties,Grand,08049,2019,18-64 Years at Increased Risk,Overall,34.1,32.2 to 36.0,
Pneumococcal,Counties,Grand,49019,2019,18-64 Years at Increased Risk,Overall,31.7,30.0 to 33.5,
Pneumococcal,Counties,Grand Forks,38035,2019,18-64 Years at Increased Risk,Overall,40.7,38.8 to 42.5,
Pneumococcal,Counties,Grand Isle,50013,2019,18-64 Years at Increased Risk,Overall,37.8,35.7 to 39.8,
Pneumococcal,Counties,Grand Traverse,26055,2019,18-64 Years at Increased Risk,Overall,33.8,32.0 to 35.7,
Pneumococcal,Counties,Granite,30039,2019,18-64 Years at Increased Risk,Overall,38.0,35.7 to 40.3,
Pneumococcal,Counties,Grant,05053,2019,18-64 Years at Increased Risk,Overall,29.1,27.2 to 31.1,
Pneumococcal,Counties,Grant,18053,2019,18-64 Years at Increased Risk,Overall,32.8,30.8 to 34.7,
Pneumococcal,Counties,Grant,20067,2019,18-64 Years at Increased Risk,Overall,27.0,25.4 to 28.6,
Pneumococcal,Counties,Grant,21081,2019,18-64 Years at Increased Risk,Overall,38.5,36.3 to 40.7,
Pneumococcal,Counties,Grant,27051,2019,18-64 Years at Increased Risk,Overall,32.4,30.2 to 34.5,
Pneumococcal,Counties,Grant,31075,2019,18-64 Years at Increased Risk,Overall,33.8,31.5 to 36.0,
Pneumococcal,Counties,Grant,35017,2019,18-64 Years at Increased Risk,Overall,29.7,28.1 to 31.4,
Pneumococcal,Counties,Grant,38037,2019,18-64 Years at Increased Risk,Overall,34.9,32.5 to 37.2,
Pneumococcal,Counties,Grant,40053,2019,18-64 Years at Increased Risk,Overall,38.0,35.9 to 40.1,
Pneumococcal,Counties,Grant,41023,2019,18-64 Years at Increased Risk,Overall,34.7,32.4 to 36.9,
Pneumococcal,Counties,Grant,46051,2019,18-64 Years at Increased Risk,Overall,33.9,31.7 to 36.1,
Pneumococcal,Counties,Grant,53025,2019,18-64 Years at Increased Risk,Overall,29.6,28.0 to 31.1,
Pneumococcal,Counties,Grant,54023,2019,18-64 Years at Increased Risk,Overall,37.3,34.7 to 39.5,
Pneumococcal,Counties,Grant,55043,2019,18-64 Years at Increased Risk,Overall,37.4,34.8 to 39.9,
Pneumococcal,Counties,Grant Parish,22043,2019,18-64 Years at Increased Risk,Overall,29.7,28.0 to 31.3,
Pneumococcal,Counties,Granville,37077,2019,18-64 Years at Increased Risk,Overall,34.3,32.7 to 35.9,
Pneumococcal,Counties,Gratiot,26057,2019,18-64 Years at Increased Risk,Overall,31.3,29.5 to 33.0,
Pneumococcal,Counties,Graves,21083,2019,18-64 Years at Increased Risk,Overall,37.9,36.0 to 39.7,
Pneumococcal,Counties,Gray,20069,2019,18-64 Years at Increased Risk,Overall,31.3,29.5 to 33.2,
Pneumococcal,Counties,Gray,48179,2019,18-64 Years at Increased Risk,Overall,28.7,27.3 to 30.1,
Pneumococcal,Counties,Grays Harbor,53027,2019,18-64 Years at Increased Risk,Overall,33.2,31.5 to 34.9,
Pneumococcal,Counties,Grayson,21085,2019,18-64 Years at Increased Risk,Overall,33.4,31.2 to 35.6,
Pneumococcal,Counties,Grayson,48181,2019,18-64 Years at Increased Risk,Overall,32.8,31.2 to 34.5,
Pneumococcal,Counties,Grayson,51077,2019,18-64 Years at Increased Risk,Overall,34.2,32.1 to 36.3,
Pneumococcal,Counties,Greeley,20071,2019,18-64 Years at Increased Risk,Overall,32.2,30.5 to 34.1,
Pneumococcal,Counties,Greeley,31077,2019,18-64 Years at Increased Risk,Overall,37.0,34.7 to 39.3,
Pneumococcal,Counties,Green,21087,2019,18-64 Years at Increased Risk,Overall,34.1,31.8 to 36.3,
Pneumococcal,Counties,Green,55045,2019,18-64 Years at Increased Risk,Overall,39.2,37.1 to 41.4,
Pneumococcal,Counties,Green Lake,55047,2019,18-64 Years at Increased Risk,Overall,37.4,35.1 to 39.6,
Pneumococcal,Counties,Greenbrier,54025,2019,18-64 Years at Increased Risk,Overall,38.9,36.6 to 41.0,
Pneumococcal,Counties,Greene,01063,2019,18-64 Years at Increased Risk,Overall,27.5,25.7 to 29.4,
Pneumococcal,Counties,Greene,05055,2019,18-64 Years at Increased Risk,Overall,28.2,26.5 to 30.1,
Pneumococcal,Counties,Greene,13133,2019,18-64 Years at Increased Risk,Overall,30.5,29.1 to 32.2,
Pneumococcal,Counties,Greene,17061,2019,18-64 Years at Increased Risk,Overall,31.1,28.8 to 33.4,
Pneumococcal,Counties,Greene,18055,2019,18-64 Years at Increased Risk,Overall,31.6,29.4 to 33.7,
Pneumococcal,Counties,Greene,19073,2019,18-64 Years at Increased Risk,Overall,34.6,32.3 to 36.6,
Pneumococcal,Counties,Greene,28041,2019,18-64 Years at Increased Risk,Overall,24.4,22.8 to 25.9,
Pneumococcal,Counties,Greene,29077,2019,18-64 Years at Increased Risk,Overall,36.8,34.8 to 38.9,
Pneumococcal,Counties,Greene,36039,2019,18-64 Years at Increased Risk,Overall,31.9,30.0 to 33.7,
Pneumococcal,Counties,Greene,37079,2019,18-64 Years at Increased Risk,Overall,30.6,29.1 to 32.1,
Pneumococcal,Counties,Greene,39057,2019,18-64 Years at Increased Risk,Overall,37.4,35.4 to 39.2,
Pneumococcal,Counties,Greene,42059,2019,18-64 Years at Increased Risk,Overall,34.5,32.3 to 36.6,
Pneumococcal,Counties,Greene,47059,2019,18-64 Years at Increased Risk,Overall,35.1,33.0 to 37.1,
Pneumococcal,Counties,Greene,51079,2019,18-64 Years at Increased Risk,Overall,34.4,32.4 to 36.3,
Pneumococcal,Counties,Greenlee,04011,2019,18-64 Years at Increased Risk,Overall,28.4,26.9 to 30.0,
Pneumococcal,Counties,Greensville,51081,2019,18-64 Years at Increased Risk,Overall,29.8,28.2 to 31.4,
Pneumococcal,Counties,Greenup,21089,2019,18-64 Years at Increased Risk,Overall,35.1,33.0 to 37.1,
Pneumococcal,Counties,Greenville,45045,2019,18-64 Years at Increased Risk,Overall,33.8,32.3 to 35.0,
Pneumococcal,Counties,Greenwood,20073,2019,18-64 Years at Increased Risk,Overall,33.7,31.8 to 35.9,
Pneumococcal,Counties,Greenwood,45047,2019,18-64 Years at Increased Risk,Overall,31.8,30.5 to 33.3,
Pneumococcal,Counties,Greer,40055,2019,18-64 Years at Increased Risk,Overall,32.3,30.7 to 33.9,
Pneumococcal,Counties,Gregg,48183,2019,18-64 Years at Increased Risk,Overall,29.6,28.2 to 31.0,
Pneumococcal,Counties,Gregory,46053,2019,18-64 Years at Increased Risk,Overall,31.6,29.6 to 33.7,
Pneumococcal,Counties,Grenada,28043,2019,18-64 Years at Increased Risk,Overall,25.5,24.1 to 26.9,
Pneumococcal,Counties,Griggs,38039,2019,18-64 Years at Increased Risk,Overall,36.0,33.6 to 38.4,
Pneumococcal,Counties,Grimes,48185,2019,18-64 Years at Increased Risk,Overall,29.0,27.6 to 30.4,
Pneumococcal,Counties,Grundy,17063,2019,18-64 Years at Increased Risk,Overall,31.2,29.4 to 33.1,
Pneumococcal,Counties,Grundy,19075,2019,18-64 Years at Increased Risk,Overall,34.7,32.5 to 37.0,
Pneumococcal,Counties,Grundy,29079,2019,18-64 Years at Increased Risk,Overall,35.0,32.8 to 37.2,
Pneumococcal,Counties,Grundy,47061,2019,18-64 Years at Increased Risk,Overall,32.9,30.6 to 35.1,
Pneumococcal,Counties,Guadalupe,35019,2019,18-64 Years at Increased Risk,Overall,26.1,24.3 to 28.0,
Pneumococcal,Counties,Guadalupe,48187,2019,18-64 Years at Increased Risk,Overall,29.6,28.2 to 31.2,
Pneumococcal,States/Local Areas,Guam,57,2019,18-64 Years at Increased Risk,Overall,16.9,13.0 to 20.7,584
Pneumococcal,Counties,Guernsey,39059,2019,18-64 Years at Increased Risk,Overall,33.1,31.2 to 35.1,
Pneumococcal,Counties,Guilford,37081,2019,18-64 Years at Increased Risk,Overall,34.0,32.8 to 35.2,
Pneumococcal,Counties,Gulf,12045,2019,18-64 Years at Increased Risk,Overall,28.4,26.7 to 30.0,
Pneumococcal,Counties,Gunnison,08051,2019,18-64 Years at Increased Risk,Overall,33.5,31.6 to 35.5,
Pneumococcal,Counties,Guthrie,19077,2019,18-64 Years at Increased Risk,Overall,38.2,36.0 to 40.4,
Pneumococcal,Counties,Gwinnett,13135,2019,18-64 Years at Increased Risk,Overall,27.2,26.2 to 28.2,
Pneumococcal,Counties,Haakon,46055,2019,18-64 Years at Increased Risk,Overall,32.2,30.1 to 34.3,
Pneumococcal,Counties,Habersham,13137,2019,18-64 Years at Increased Risk,Overall,30.8,29.1 to 32.5,
Pneumococcal,Counties,Haines Borough,02100,2019,18-64 Years at Increased Risk,Overall,28.9,27.1 to 30.5,
Pneumococcal,Counties,Hale,01065,2019,18-64 Years at Increased Risk,Overall,25.5,24.0 to 27.0,
Pneumococcal,Counties,Hale,48189,2019,18-64 Years at Increased Risk,Overall,28.1,26.3 to 30.0,
Pneumococcal,Counties,Halifax,37083,2019,18-64 Years at Increased Risk,Overall,31.3,29.7 to 32.8,
Pneumococcal,Counties,Halifax,51083,2019,18-64 Years at Increased Risk,Overall,31.5,29.8 to 33.1,
Pneumococcal,Counties,Hall,13139,2019,18-64 Years at Increased Risk,Overall,28.3,27.0 to 29.8,
Pneumococcal,Counties,Hall,31079,2019,18-64 Years at Increased Risk,Overall,34.9,33.5 to 36.3,
Pneumococcal,Counties,Hall,48191,2019,18-64 Years at Increased Risk,Overall,28.5,27.4 to 29.6,
Pneumococcal,Counties,Hamblen,47063,2019,18-64 Years at Increased Risk,Overall,33.3,31.4 to 35.1,
Pneumococcal,Counties,Hamilton,12047,2019,18-64 Years at Increased Risk,Overall,23.0,21.7 to 24.3,
Pneumococcal,Counties,Hamilton,17065,2019,18-64 Years at Increased Risk,Overall,31.8,29.6 to 34.1,
Pneumococcal,Counties,Hamilton,18057,2019,18-64 Years at Increased Risk,Overall,34.2,32.6 to 35.7,
Pneumococcal,Counties,Hamilton,19079,2019,18-64 Years at Increased Risk,Overall,35.9,33.9 to 37.9,
Pneumococcal,Counties,Hamilton,20075,2019,18-64 Years at Increased Risk,Overall,29.3,27.7 to 31.0,
Pneumococcal,Counties,Hamilton,31081,2019,18-64 Years at Increased Risk,Overall,32.7,30.7 to 34.6,
Pneumococcal,Counties,Hamilton,36041,2019,18-64 Years at Increased Risk,Overall,33.6,31.0 to 35.9,
Pneumococcal,Counties,Hamilton,39061,2019,18-64 Years at Increased Risk,Overall,34.3,32.9 to 35.7,
Pneumococcal,Counties,Hamilton,47065,2019,18-64 Years at Increased Risk,Overall,29.4,28.1 to 30.6,
Pneumococcal,Counties,Hamilton,48193,2019,18-64 Years at Increased Risk,Overall,31.8,29.9 to 33.7,
Pneumococcal,Counties,Hamlin,46057,2019,18-64 Years at Increased Risk,Overall,32.4,30.3 to 34.4,
Pneumococcal,Counties,Hampden,25013,2019,18-64 Years at Increased Risk,Overall,31.4,30.0 to 32.7,
Pneumococcal,Counties,Hampshire,25015,2019,18-64 Years at Increased Risk,Overall,36.8,34.7 to 38.8,
Pneumococcal,Counties,Hampshire,54027,2019,18-64 Years at Increased Risk,Overall,36.1,33.7 to 38.4,
Pneumococcal,Counties,Hampton,45049,2019,18-64 Years at Increased Risk,Overall,28.7,27.3 to 30.0,
Pneumococcal,Counties,Hampton city,51650,2019,18-64 Years at Increased Risk,Overall,34.5,33.3 to 35.7,
Pneumococcal,Counties,Hancock,13141,2019,18-64 Years at Increased Risk,Overall,26.5,25.0 to 28.1,
Pneumococcal,Counties,Hancock,17067,2019,18-64 Years at Increased Risk,Overall,33.3,31.1 to 35.7,
Pneumococcal,Counties,Hancock,18059,2019,18-64 Years at Increased Risk,Overall,35.8,33.8 to 38.0,
Pneumococcal,Counties,Hancock,19081,2019,18-64 Years at Increased Risk,Overall,37.4,35.2 to 39.6,
Pneumococcal,Counties,Hancock,21091,2019,18-64 Years at Increased Risk,Overall,36.1,33.9 to 38.4,
Pneumococcal,Counties,Hancock,23009,2019,18-64 Years at Increased Risk,Overall,37.9,36.0 to 39.7,
Pneumococcal,Counties,Hancock,28045,2019,18-64 Years at Increased Risk,Overall,27.7,26.0 to 29.5,
Pneumococcal,Counties,Hancock,39063,2019,18-64 Years at Increased Risk,Overall,32.8,30.9 to 34.6,
Pneumococcal,Counties,Hancock,47067,2019,18-64 Years at Increased Risk,Overall,32.7,30.4 to 35.4,
Pneumococcal,Counties,Hancock,54029,2019,18-64 Years at Increased Risk,Overall,37.8,35.5 to 40.0,
Pneumococcal,Counties,Hand,46059,2019,18-64 Years at Increased Risk,Overall,35.1,32.9 to 37.5,
Pneumococcal,Counties,Hanover,51085,2019,18-64 Years at Increased Risk,Overall,35.2,33.4 to 37.1,
Pneumococcal,Counties,Hansford,48195,2019,18-64 Years at Increased Risk,Overall,27.6,25.9 to 29.5,
Pneumococcal,Counties,Hanson,46061,2019,18-64 Years at Increased Risk,Overall,34.2,31.9 to 36.6,
Pneumococcal,Counties,Haralson,13143,2019,18-64 Years at Increased Risk,Overall,31.6,29.6 to 33.8,
Pneumococcal,Counties,Hardee,12049,2019,18-64 Years at Increased Risk,Overall,22.6,21.2 to 23.8,
Pneumococcal,Counties,Hardeman,47069,2019,18-64 Years at Increased Risk,Overall,29.5,28.0 to 31.0,
Pneumococcal,Counties,Hardeman,48197,2019,18-64 Years at Increased Risk,Overall,29.9,28.3 to 31.6,
Pneumococcal,Counties,Hardin,17069,2019,18-64 Years at Increased Risk,Overall,31.9,29.7 to 34.2,
Pneumococcal,Counties,Hardin,19083,2019,18-64 Years at Increased Risk,Overall,35.5,33.3 to 37.6,
Pneumococcal,Counties,Hardin,21093,2019,18-64 Years at Increased Risk,Overall,30.1,28.6 to 31.5,
Pneumococcal,Counties,Hardin,39065,2019,18-64 Years at Increased Risk,Overall,32.4,30.1 to 34.7,
Pneumococcal,Counties,Hardin,47071,2019,18-64 Years at Increased Risk,Overall,33.1,30.9 to 35.1,
Pneumococcal,Counties,Hardin,48199,2019,18-64 Years at Increased Risk,Overall,31.4,29.8 to 33.2,
Pneumococcal,Counties,Harding,35021,2019,18-64 Years at Increased Risk,Overall,29.5,27.6 to 31.3,
Pneumococcal,Counties,Harding,46063,2019,18-64 Years at Increased Risk,Overall,33.7,31.4 to 35.8,
Pneumococcal,Counties,Hardy,54031,2019,18-64 Years at Increased Risk,Overall,35.4,33.3 to 37.4,
Pneumococcal,Counties,Harford,24025,2019,18-64 Years at Increased Risk,Overall,38.2,36.8 to 39.7,
Pneumococcal,Counties,Harlan,21095,2019,18-64 Years at Increased Risk,Overall,34.6,32.3 to 36.9,
Pneumococcal,Counties,Harlan,31083,2019,18-64 Years at Increased Risk,Overall,35.9,33.6 to 38.0,
Pneumococcal,Counties,Harmon,40057,2019,18-64 Years at Increased Risk,Overall,33.2,31.6 to 34.8,
Pneumococcal,Counties,Harnett,37085,2019,18-64 Years at Increased Risk,Overall,32.7,31.2 to 34.1,
Pneumococcal,Counties,Harney,41025,2019,18-64 Years at Increased Risk,Overall,34.3,32.2 to 36.5,
Pneumococcal,Counties,Harper,20077,2019,18-64 Years at Increased Risk,Overall,32.6,30.7 to 34.5,
Pneumococcal,Counties,Harper,40059,2019,18-64 Years at Increased Risk,Overall,32.0,30.3 to 33.8,
Pneumococcal,Counties,Harris,13145,2019,18-64 Years at Increased Risk,Overall,31.2,29.6 to 32.8,
Pneumococcal,Counties,Harris,48201,2019,18-64 Years at Increased Risk,Overall,29.2,28.0 to 30.4,
Pneumococcal,Counties,Harrison,18061,2019,18-64 Years at Increased Risk,Overall,31.3,29.2 to 33.5,
Pneumococcal,Counties,Harrison,19085,2019,18-64 Years at Increased Risk,Overall,33.5,31.2 to 35.7,
Pneumococcal,Counties,Harrison,21097,2019,18-64 Years at Increased Risk,Overall,35.7,33.4 to 38.0,
Pneumococcal,Counties,Harrison,28047,2019,18-64 Years at Increased Risk,Overall,26.4,25.1 to 27.6,
Pneumococcal,Counties,Harrison,29081,2019,18-64 Years at Increased Risk,Overall,33.7,31.6 to 35.8,
Pneumococcal,Counties,Harrison,39067,2019,18-64 Years at Increased Risk,Overall,32.3,30.1 to 34.4,
Pneumococcal,Counties,Harrison,48203,2019,18-64 Years at Increased Risk,Overall,30.3,28.8 to 31.7,
Pneumococcal,Counties,Harrison,54033,2019,18-64 Years at Increased Risk,Overall,37.8,35.8 to 40.0,
Pneumococcal,Counties,Harrisonburg city,51660,2019,18-64 Years at Increased Risk,Overall,34.4,31.9 to 36.9,
Pneumococcal,Counties,Hart,13147,2019,18-64 Years at Increased Risk,Overall,30.7,28.9 to 32.5,
Pneumococcal,Counties,Hart,21099,2019,18-64 Years at Increased Risk,Overall,32.9,30.9 to 35.1,
Pneumococcal,Counties,Hartford,09003,2019,18-64 Years at Increased Risk,Overall,30.4,29.3 to 31.5,
Pneumococcal,Counties,Hartley,48205,2019,18-64 Years at Increased Risk,Overall,29.2,27.7 to 30.8,
Pneumococcal,Counties,Harvey,20079,2019,18-64 Years at Increased Risk,Overall,35.6,33.7 to 37.4,
Pneumococcal,Counties,Haskell,20081,2019,18-64 Years at Increased Risk,Overall,32.4,30.7 to 34.1,
Pneumococcal,Counties,Haskell,40061,2019,18-64 Years at Increased Risk,Overall,32.8,31.1 to 34.5,
Pneumococcal,Counties,Haskell,48207,2019,18-64 Years at Increased Risk,Overall,27.9,26.7 to 29.0,
Pneumococcal,States/Local Areas,Hawaii,15,2019,18-64 Years at Increased Risk,Overall,30.3,27.0 to 33.5,1378
Pneumococcal,Counties,Hawaii,15001,2019,18-64 Years at Increased Risk,Overall,23.3,22.6 to 24.1,
Pneumococcal,Counties,Hawkins,47073,2019,18-64 Years at Increased Risk,Overall,33.0,30.8 to 35.2,
Pneumococcal,Counties,Hayes,31085,2019,18-64 Years at Increased Risk,Overall,34.9,32.6 to 37.1,
Pneumococcal,Counties,Hays,48209,2019,18-64 Years at Increased Risk,Overall,30.6,29.1 to 32.1,
Pneumococcal,Counties,Haywood,37087,2019,18-64 Years at Increased Risk,Overall,35.1,33.0 to 37.2,
Pneumococcal,Counties,Haywood,47075,2019,18-64 Years at Increased Risk,Overall,32.1,30.6 to 33.6,
Pneumococcal,Counties,Heard,13149,2019,18-64 Years at Increased Risk,Overall,31.6,29.7 to 33.5,
Pneumococcal,Counties,Hemphill,48211,2019,18-64 Years at Increased Risk,Overall,30.4,28.8 to 32.2,
Pneumococcal,Counties,Hempstead,05057,2019,18-64 Years at Increased Risk,Overall,30.8,29.4 to 32.2,
Pneumococcal,Counties,Henderson,17071,2019,18-64 Years at Increased Risk,Overall,33.1,30.9 to 35.5,
Pneumococcal,Counties,Henderson,21101,2019,18-64 Years at Increased Risk,Overall,33.1,31.2 to 34.8,
Pneumococcal,Counties,Henderson,37089,2019,18-64 Years at Increased Risk,Overall,35.0,33.1 to 36.9,
Pneumococcal,Counties,Henderson,47077,2019,18-64 Years at Increased Risk,Overall,32.1,30.3 to 33.9,
Pneumococcal,Counties,Henderson,48213,2019,18-64 Years at Increased Risk,Overall,32.0,30.2 to 33.7,
Pneumococcal,Counties,Hendricks,18063,2019,18-64 Years at Increased Risk,Overall,31.5,29.8 to 33.1,
Pneumococcal,Counties,Hendry,12051,2019,18-64 Years at Increased Risk,Overall,20.7,19.4 to 22.1,
Pneumococcal,Counties,Hennepin,27053,2019,18-64 Years at Increased Risk,Overall,31.3,30.1 to 32.3,
Pneumococcal,Counties,Henrico,51087,2019,18-64 Years at Increased Risk,Overall,36.9,35.6 to 38.1,
Pneumococcal,Counties,Henry,01067,2019,18-64 Years at Increased Risk,Overall,29.3,27.6 to 30.9,
Pneumococcal,Counties,Henry,13151,2019,18-64 Years at Increased Risk,Overall,32.0,30.6 to 33.4,
Pneumococcal,Counties,Henry,17073,2019,18-64 Years at Increased Risk,Overall,32.6,30.5 to 34.6,
Pneumococcal,Counties,Henry,18065,2019,18-64 Years at Increased Risk,Overall,31.8,29.8 to 33.8,
Pneumococcal,Counties,Henry,19087,2019,18-64 Years at Increased Risk,Overall,34.4,32.4 to 36.4,
Pneumococcal,Counties,Henry,21103,2019,18-64 Years at Increased Risk,Overall,34.7,32.5 to 36.8,
Pneumococcal,Counties,Henry,29083,2019,18-64 Years at Increased Risk,Overall,34.6,32.4 to 36.9,
Pneumococcal,Counties,Henry,39069,2019,18-64 Years at Increased Risk,Overall,34.9,33.1 to 36.9,
Pneumococcal,Counties,Henry,47079,2019,18-64 Years at Increased Risk,Overall,32.5,30.6 to 34.4,
Pneumococcal,Counties,Henry,51089,2019,18-64 Years at Increased Risk,Overall,34.0,32.4 to 35.9,
Pneumococcal,Counties,Herkimer,36043,2019,18-64 Years at Increased Risk,Overall,34.8,32.8 to 36.9,
Pneumococcal,Counties,Hernando,12053,2019,18-64 Years at Increased Risk,Overall,26.3,24.9 to 27.6,
Pneumococcal,Counties,Hertford,37091,2019,18-64 Years at Increased Risk,Overall,32.1,30.3 to 33.7,
Pneumococcal,Counties,Hettinger,38041,2019,18-64 Years at Increased Risk,Overall,33.4,31.3 to 35.5,
Pneumococcal,Counties,Hickman,21105,2019,18-64 Years at Increased Risk,Overall,34.0,31.9 to 36.2,
Pneumococcal,Counties,Hickman,47081,2019,18-64 Years at Increased Risk,Overall,30.7,28.6 to 32.7,
Pneumococcal,Counties,Hickory,29085,2019,18-64 Years at Increased Risk,Overall,34.9,32.5 to 37.4,
Pneumococcal,Counties,Hidalgo,35023,2019,18-64 Years at Increased Risk,Overall,27.0,25.5 to 28.7,
